"dates";"iata"
"2020-10-30";774
"2020-10-31";773
"2020-11-01";773
"2020-11-02";773
"2020-11-03";774
"2020-11-04";771
"2020-11-05";763
"2020-11-06";758
"2020-11-07";755
"2020-11-08";755
"2020-11-09";755
"2020-11-10";752
"2020-11-11";754
"2020-11-12";758
"2020-11-13";756
"2020-11-14";757
"2020-11-15";757
"2020-11-16";757
"2020-11-17";768
"2020-11-18";767
"2020-11-19";766
"2020-11-20";761
"2020-11-21";759
"2020-11-22";759
"2020-11-23";759
"2020-11-24";765
"2020-11-25";767
"2020-11-26";774
"2020-11-27";771
"2020-11-28";766
"2020-11-29";766
"2020-11-30";766
"2020-12-01";769
"2020-12-02";767
"2020-12-03";762
"2020-12-04";758
"2020-12-05";754
"2020-12-06";754
"2020-12-07";754
"2020-12-08";744
"2020-12-09";745
"2020-12-10";745
"2020-12-11";744
"2020-12-12";740
"2020-12-13";740
"2020-12-14";740
"2020-12-15";735
"2020-12-16";734
"2020-12-17";736
"2020-12-18";736
"2020-12-19";730
"2020-12-20";730
"2020-12-21";730
"2020-12-22";726
"2020-12-23";728
"2020-12-24";726
"2020-12-25";719
"2020-12-26";714
"2020-12-27";714
"2020-12-28";714
"2020-12-29";715
"2020-12-30";715
"2020-12-31";713
"2021-01-01";714
"2021-01-02";714
"2021-01-03";714
"2021-01-04";714
"2021-01-05";711
"2021-01-06";708
"2021-01-07";702
"2021-01-08";696
"2021-01-09";705
"2021-01-10";705
"2021-01-11";705
"2021-01-12";712
"2021-01-13";717
"2021-01-14";723
"2021-01-15";733
"2021-01-16";735
"2021-01-17";735
"2021-01-18";735
"2021-01-19";735
"2021-01-20";735
"2021-01-21";735
"2021-01-22";732
"2021-01-23";720
"2021-01-24";720
"2021-01-25";720
"2021-01-26";728
"2021-01-27";730
"2021-01-28";733
"2021-01-29";736
"2021-01-30";739
"2021-01-31";739
"2021-02-01";739
"2021-02-02";735
"2021-02-03";734
"2021-02-04";734
"2021-02-05";733
"2021-02-06";735
"2021-02-07";735
"2021-02-08";735
"2021-02-09";739
"2021-02-10";738
"2021-02-11";735
"2021-02-12";731
"2021-02-13";725
"2021-02-14";725
"2021-02-15";725
"2021-02-16";722
"2021-02-17";721
"2021-02-18";719
"2021-02-19";718
"2021-02-20";713
"2021-02-21";713
"2021-02-22";713
"2021-02-23";709
"2021-02-24";709
"2021-02-25";707
"2021-02-26";704
"2021-02-27";707
"2021-02-28";707
"2021-03-01";707
"2021-03-02";725
"2021-03-03";724
"2021-03-04";726
"2021-03-05";729
"2021-03-06";729
"2021-03-07";729
"2021-03-08";729
"2021-03-09";734
"2021-03-10";736
"2021-03-11";736
"2021-03-12";731
"2021-03-13";720
"2021-03-14";720
"2021-03-15";720
"2021-03-16";725
"2021-03-17";724
"2021-03-18";725
"2021-03-19";728
"2021-03-20";723
"2021-03-21";723
"2021-03-22";723
"2021-03-23";714
"2021-03-24";716
"2021-03-25";720
"2021-03-26";725
"2021-03-27";728
"2021-03-28";728
"2021-03-29";728
"2021-03-30";733
"2021-03-31";734
"2021-04-01";733
"2021-04-02";725
"2021-04-03";719
"2021-04-04";719
"2021-04-05";719
"2021-04-06";718
"2021-04-07";719
"2021-04-08";720
"2021-04-09";716
"2021-04-10";711
"2021-04-11";711
"2021-04-12";711
"2021-04-13";711
"2021-04-14";712
"2021-04-15";711
"2021-04-16";709
"2021-04-17";705
"2021-04-18";705
"2021-04-19";705
"2021-04-20";703
"2021-04-21";702
"2021-04-22";699
"2021-04-23";698
"2021-04-24";703
"2021-04-25";703
"2021-04-26";703
"2021-04-27";714
"2021-04-28";710
"2021-04-29";704
"2021-04-30";701
"2021-05-01";702
"2021-05-02";702
"2021-05-03";702
"2021-05-04";711
"2021-05-05";708
"2021-05-06";705
"2021-05-07";704
"2021-05-08";703
"2021-05-09";703
"2021-05-10";703
"2021-05-11";696
"2021-05-12";696
"2021-05-13";699
"2021-05-14";705
"2021-05-15";708
"2021-05-16";708
"2021-05-17";708
"2021-05-18";700
"2021-05-19";707
"2021-05-20";715
"2021-05-21";714
"2021-05-22";717
"2021-05-23";717
"2021-05-24";717
"2021-05-25";721
"2021-05-26";725
"2021-05-27";733
"2021-05-28";733
"2021-05-29";729
"2021-05-30";729
"2021-05-31";729
"2021-06-01";725
"2021-06-02";724
"2021-06-03";724
"2021-06-04";725
"2021-06-05";720
"2021-06-06";720
"2021-06-07";720
"2021-06-08";719
"2021-06-09";718
"2021-06-10";717
"2021-06-11";719
"2021-06-12";721
"2021-06-13";721
"2021-06-14";721
"2021-06-15";722
"2021-06-16";721
"2021-06-17";723
"2021-06-18";728
"2021-06-19";734
"2021-06-20";734
"2021-06-21";734
"2021-06-22";749
"2021-06-23";749
"2021-06-24";747
"2021-06-25";739
"2021-06-26";735
"2021-06-27";735
"2021-06-28";735
"2021-06-29";734
"2021-06-30";734
"2021-07-01";734
"2021-07-02";729
"2021-07-03";736
"2021-07-04";736
"2021-07-05";736
"2021-07-06";736
"2021-07-07";736
"2021-07-08";741
"2021-07-09";749
"2021-07-10";751
"2021-07-11";751
"2021-07-12";751
"2021-07-13";749
"2021-07-14";747
"2021-07-15";746
"2021-07-16";749
"2021-07-17";751
"2021-07-18";751
"2021-07-19";751
"2021-07-20";758
"2021-07-21";759
"2021-07-22";760
"2021-07-23";757
"2021-07-24";753
"2021-07-25";753
"2021-07-26";753
"2021-07-27";763
"2021-07-28";763
"2021-07-29";763
"2021-07-30";767
"2021-07-31";761
"2021-08-01";761
"2021-08-02";761
"2021-08-03";757
"2021-08-04";761
"2021-08-05";772
"2021-08-06";776
"2021-08-07";776
"2021-08-08";776
"2021-08-09";776
"2021-08-10";789
"2021-08-11";788
"2021-08-12";783
"2021-08-13";777
"2021-08-14";773
"2021-08-15";773
"2021-08-16";773
"2021-08-17";776
"2021-08-18";781
"2021-08-19";789
"2021-08-20";789
"2021-08-21";789
"2021-08-22";789
"2021-08-23";789
"2021-08-24";787
"2021-08-25";786
"2021-08-26";784
"2021-08-27";784
"2021-08-28";785
"2021-08-29";785
"2021-08-30";785
"2021-08-31";784
"2021-09-01";783
"2021-09-02";780
"2021-09-03";773
"2021-09-04";771
"2021-09-05";771
"2021-09-06";771
"2021-09-07";767
"2021-09-08";769
"2021-09-09";776
"2021-09-10";785
"2021-09-11";790
"2021-09-12";790
"2021-09-13";790
"2021-09-14";789
"2021-09-15";787
"2021-09-16";785
"2021-09-17";782
"2021-09-18";781
"2021-09-19";781
"2021-09-20";781
"2021-09-21";785
"2021-09-22";787
"2021-09-23";788
"2021-09-24";787
"2021-09-25";787
"2021-09-26";787
"2021-09-27";787
"2021-09-28";793
"2021-09-29";794
"2021-09-30";798
"2021-10-01";806
"2021-10-02";811
"2021-10-03";811
"2021-10-04";811
"2021-10-05";804
"2021-10-06";805
"2021-10-07";809
"2021-10-08";814
"2021-10-09";813
"2021-10-10";813
"2021-10-11";813
"2021-10-12";825
"2021-10-13";825
"2021-10-14";825
"2021-10-15";821
"2021-10-16";819
"2021-10-17";819
"2021-10-18";819
"2021-10-19";824
"2021-10-20";822
"2021-10-21";815
"2021-10-22";812
"2021-10-23";816
"2021-10-24";816
"2021-10-25";816
"2021-10-26";817
"2021-10-27";813
"2021-10-28";807
"2021-10-29";805
"2021-10-30";806
"2021-10-31";806
"2021-11-01";806
"2021-11-02";814
"2021-11-03";814
"2021-11-04";814
"2021-11-05";814
"2021-11-06";815
"2021-11-07";815
"2021-11-08";815
"2021-11-09";812
"2021-11-10";809
"2021-11-11";800
"2021-11-12";794
"2021-11-13";795
"2021-11-14";795
"2021-11-15";795
"2021-11-16";801
"2021-11-17";801
"2021-11-18";804
"2021-11-19";819
"2021-11-20";832
"2021-11-21";832
"2021-11-22";832
"2021-11-23";829
"2021-11-24";820
"2021-11-25";812
"2021-11-26";814
"2021-11-27";817
"2021-11-28";817
"2021-11-29";817
"2021-11-30";833
"2021-12-01";837
"2021-12-02";839
"2021-12-03";831
"2021-12-04";839
"2021-12-05";839
"2021-12-06";839
"2021-12-07";842
"2021-12-08";843
"2021-12-09";843
"2021-12-10";840
"2021-12-11";843
"2021-12-12";843
"2021-12-13";843
"2021-12-14";845
"2021-12-15";845
"2021-12-16";843
"2021-12-17";847
"2021-12-18";850
"2021-12-19";850
"2021-12-20";850
"2021-12-21";843
"2021-12-22";863
"2021-12-23";871
"2021-12-24";868
"2021-12-25";860
"2021-12-26";860
"2021-12-27";860
"2021-12-28";866
"2021-12-29";862
"2021-12-30";857
"2021-12-31";853
"2022-01-01";850
"2022-01-02";850
"2022-01-03";850
"2022-01-04";851
"2022-01-05";852
"2022-01-06";851
"2022-01-07";844
"2022-01-08";839
"2022-01-09";839
"2022-01-10";839
"2022-01-11";829
"2022-01-12";832
"2022-01-13";833
"2022-01-14";827
"2022-01-15";822
"2022-01-16";822
"2022-01-17";822
"2022-01-18";820
"2022-01-19";821
"2022-01-20";822
"2022-01-21";815
"2022-01-22";807
"2022-01-23";807
"2022-01-24";807
"2022-01-25";799
"2022-01-26";802
"2022-01-27";806
"2022-01-28";801
"2022-01-29";803
"2022-01-30";803
"2022-01-31";803
"2022-02-01";814
"2022-02-02";808
"2022-02-03";802
"2022-02-04";806
"2022-02-05";815
"2022-02-06";815
"2022-02-07";815
"2022-02-08";829
"2022-02-09";828
"2022-02-10";826
"2022-02-11";822
"2022-02-12";809
"2022-02-13";809
"2022-02-14";809
"2022-02-15";811
"2022-02-16";813
"2022-02-17";808
"2022-02-18";801
"2022-02-19";798
"2022-02-20";798
"2022-02-21";798
"2022-02-22";802
"2022-02-23";801
"2022-02-24";797
"2022-02-25";791
"2022-02-26";803
"2022-02-27";803
"2022-02-28";803
"2022-03-01";803
"2022-03-02";805
"2022-03-03";803
"2022-03-04";807
"2022-03-05";802
"2022-03-06";802
"2022-03-07";802
"2022-03-08";808
"2022-03-09";813
"2022-03-10";812
"2022-03-11";807
"2022-03-12";805
"2022-03-13";805
"2022-03-14";805
"2022-03-15";806
"2022-03-16";809
"2022-03-17";813
"2022-03-18";806
"2022-03-19";799
"2022-03-20";799
"2022-03-21";799
"2022-03-22";804
"2022-03-23";801
"2022-03-24";794
"2022-03-25";794
"2022-03-26";791
"2022-03-27";791
"2022-03-28";791
"2022-03-29";778
"2022-03-30";779
"2022-03-31";779
"2022-04-01";785
"2022-04-02";789
"2022-04-03";789
"2022-04-04";789
"2022-04-05";784
"2022-04-06";782
"2022-04-07";783
"2022-04-08";793
"2022-04-09";804
"2022-04-10";804
"2022-04-11";804
"2022-04-12";816
"2022-04-13";817
"2022-04-14";813
"2022-04-15";806
"2022-04-16";811
"2022-04-17";811
"2022-04-18";811
"2022-04-19";815
"2022-04-20";817
"2022-04-21";818
"2022-04-22";818
"2022-04-23";819
"2022-04-24";819
"2022-04-25";819
"2022-04-26";838
"2022-04-27";843
"2022-04-28";846
"2022-04-29";848
"2022-04-30";853
"2022-05-01";853
"2022-05-02";853
"2022-05-03";853
"2022-05-04";857
"2022-05-05";859
"2022-05-06";857
"2022-05-07";858
"2022-05-08";858
"2022-05-09";858
"2022-05-10";859
"2022-05-11";864
"2022-05-12";868
"2022-05-13";868
"2022-05-14";865
"2022-05-15";865
"2022-05-16";865
"2022-05-17";861
"2022-05-18";860
"2022-05-19";855
"2022-05-20";852
"2022-05-21";848
"2022-05-22";848
"2022-05-23";848
"2022-05-24";837
"2022-05-25";834
"2022-05-26";832
"2022-05-27";833
"2022-05-28";830
"2022-05-29";830
"2022-05-30";830
"2022-05-31";827
"2022-06-01";828
"2022-06-02";828
"2022-06-03";825
"2022-06-04";820
"2022-06-05";820
"2022-06-06";820
"2022-06-07";813
"2022-06-08";816
"2022-06-09";826
"2022-06-10";824
"2022-06-11";825
"2022-06-12";825
"2022-06-13";825
"2022-06-14";845
"2022-06-15";854
"2022-06-16";866
"2022-06-17";865
"2022-06-18";863
"2022-06-19";863
"2022-06-20";863
"2022-06-21";877
"2022-06-22";880
"2022-06-23";881
"2022-06-24";882
"2022-06-25";896
"2022-06-26";896
"2022-06-27";896
"2022-06-28";918
"2022-06-29";920
"2022-06-30";917
"2022-07-01";917
"2022-07-02";926
"2022-07-03";926
"2022-07-04";926
"2022-07-05";933
"2022-07-06";931
"2022-07-07";940
"2022-07-08";962
"2022-07-09";963
"2022-07-10";963
"2022-07-11";963
"2022-07-12";975
"2022-07-13";984
"2022-07-14";1004
"2022-07-15";1016
"2022-07-16";1020
"2022-07-17";1020
"2022-07-18";1020
"2022-07-19";1016
"2022-07-20";1051
"2022-07-21";1051
"2022-07-22";1004
"2022-07-23";929
"2022-07-24";929
"2022-07-25";929
"2022-07-26";953
"2022-07-27";948
"2022-07-28";932
"2022-07-29";923
"2022-07-30";913
"2022-07-31";913
"2022-08-01";913
"2022-08-02";902
"2022-08-03";897
"2022-08-04";899
"2022-08-05";911
"2022-08-06";909
"2022-08-07";909
"2022-08-08";909
"2022-08-09";920
"2022-08-10";913
"2022-08-11";905
"2022-08-12";897
"2022-08-13";886
"2022-08-14";886
"2022-08-15";886
"2022-08-16";878
"2022-08-17";878
"2022-08-18";883
"2022-08-19";890
"2022-08-20";911
"2022-08-21";911
"2022-08-22";911
"2022-08-23";947
"2022-08-24";945
"2022-08-25";931
"2022-08-26";920
"2022-08-27";914
"2022-08-28";914
"2022-08-29";914
"2022-08-30";895
"2022-08-31";891
"2022-09-01";885
"2022-09-02";895
"2022-09-03";899
"2022-09-04";899
"2022-09-05";899
"2022-09-06";879
"2022-09-07";878
"2022-09-08";887
"2022-09-09";891
"2022-09-10";885
"2022-09-11";885
"2022-09-12";885
"2022-09-13";908
"2022-09-14";903
"2022-09-15";908
"2022-09-16";920
"2022-09-17";924
"2022-09-18";924
"2022-09-19";924
"2022-09-20";923
"2022-09-21";925
"2022-09-22";928
"2022-09-23";937
"2022-09-24";941
"2022-09-25";941
"2022-09-26";941
"2022-09-27";970
"2022-09-28";978
"2022-09-29";990
"2022-09-30";976
"2022-10-01";962
"2022-10-02";962
"2022-10-03";962
"2022-10-04";969
"2022-10-05";958
"2022-10-06";937
"2022-10-07";938
"2022-10-08";943
"2022-10-09";943
"2022-10-10";943
"2022-10-11";939
"2022-10-12";939
"2022-10-13";936
"2022-10-14";935
"2022-10-15";944
"2022-10-16";944
"2022-10-17";944
"2022-10-18";964
"2022-10-19";967
"2022-10-20";973
"2022-10-21";976
"2022-10-22";975
"2022-10-23";975
"2022-10-24";975
"2022-10-25";973
"2022-10-26";978
"2022-10-27";979
"2022-10-28";961
"2022-10-29";949
"2022-10-30";949
"2022-10-31";949
"2022-11-01";944
"2022-11-02";944
"2022-11-03";944
"2022-11-04";943
"2022-11-05";947
"2022-11-06";947
"2022-11-07";947
"2022-11-08";927
"2022-11-09";924
"2022-11-10";912
"2022-11-11";907
"2022-11-12";901
"2022-11-13";901
"2022-11-14";901
"2022-11-15";891
"2022-11-16";893
"2022-11-17";890
"2022-11-18";897
"2022-11-19";918
"2022-11-20";918
"2022-11-21";918
"2022-11-22";944
"2022-11-23";944
"2022-11-24";936
"2022-11-25";924
"2022-11-26";914
"2022-11-27";914
"2022-11-28";914
"2022-11-29";923
"2022-11-30";919
"2022-12-01";908
"2022-12-02";897
"2022-12-03";887
"2022-12-04";887
"2022-12-05";887
"2022-12-06";884
"2022-12-07";889
"2022-12-08";890
"2022-12-09";876
"2022-12-10";867
"2022-12-11";867
"2022-12-12";867
"2022-12-13";864
"2022-12-14";864
"2022-12-15";865
"2022-12-16";863
"2022-12-17";876
"2022-12-18";876
"2022-12-19";876
"2022-12-20";887
"2022-12-21";889
"2022-12-22";889
"2022-12-23";881
"2022-12-24";872
"2022-12-25";872
"2022-12-26";872
"2022-12-27";879
"2022-12-28";880
"2022-12-29";876
"2022-12-30";865
"2022-12-31";861
"2023-01-01";861
"2023-01-02";861
"2023-01-03";852
"2023-01-04";849
"2023-01-05";857
"2023-01-06";860
"2023-01-07";856
"2023-01-08";856
"2023-01-09";856
"2023-01-10";843
"2023-01-11";840
"2023-01-12";834
"2023-01-13";827
"2023-01-14";823
"2023-01-15";823
"2023-01-16";823
"2023-01-17";818
"2023-01-18";822
"2023-01-19";821
"2023-01-20";818
"2023-01-21";826
"2023-01-22";826
"2023-01-23";826
"2023-01-24";816
"2023-01-25";815
"2023-01-26";810
"2023-01-27";804
"2023-01-28";804
"2023-01-29";804
"2023-01-30";804
"2023-01-31";807
"2023-02-01";808
"2023-02-02";804
"2023-02-03";793
"2023-02-04";784
"2023-02-05";784
"2023-02-06";784
"2023-02-07";797
"2023-02-08";801
"2023-02-09";802
"2023-02-10";797
"2023-02-11";801
"2023-02-12";801
"2023-02-13";801
"2023-02-14";799
"2023-02-15";797
"2023-02-16";792
"2023-02-17";791
"2023-02-18";794
"2023-02-19";794
"2023-02-20";794
"2023-02-21";790
"2023-02-22";797
"2023-02-23";801
"2023-02-24";804
"2023-02-25";804
"2023-02-26";804
"2023-02-27";804
"2023-02-28";825
"2023-03-01";829
"2023-03-02";832
"2023-03-03";822
"2023-03-04";814
"2023-03-05";814
"2023-03-06";814
"2023-03-07";804
"2023-03-08";803
"2023-03-09";802
"2023-03-10";805
"2023-03-11";801
"2023-03-12";801
"2023-03-13";801
"2023-03-14";799
"2023-03-15";801
"2023-03-16";804
"2023-03-17";812
"2023-03-18";823
"2023-03-19";823
"2023-03-20";823
"2023-03-21";829
"2023-03-22";828
"2023-03-23";825
"2023-03-24";821
"2023-03-25";810
"2023-03-26";810
"2023-03-27";810
"2023-03-28";811
"2023-03-29";810
"2023-03-30";805
"2023-03-31";796
"2023-04-01";791
"2023-04-02";791
"2023-04-03";791
"2023-04-04";793
"2023-04-05";800
"2023-04-06";811
"2023-04-07";810
"2023-04-08";815
"2023-04-09";815
"2023-04-10";815
"2023-04-11";820
"2023-04-12";821
"2023-04-13";816
"2023-04-14";806
"2023-04-15";801
"2023-04-16";801
"2023-04-17";801
"2023-04-18";798
"2023-04-19";801
"2023-04-20";799
"2023-04-21";796
"2023-04-22";795
"2023-04-23";795
"2023-04-24";795
"2023-04-25";803
"2023-04-26";815
"2023-04-27";814
"2023-04-28";810
"2023-04-29";804
"2023-04-30";804
"2023-05-01";804
"2023-05-02";807
"2023-05-03";807
"2023-05-04";808
"2023-05-05";808
"2023-05-06";803
"2023-05-07";803
"2023-05-08";803
"2023-05-09";795
"2023-05-10";795
"2023-05-11";795
"2023-05-12";791
"2023-05-13";792
"2023-05-14";792
"2023-05-15";792
"2023-05-16";786
"2023-05-17";786
"2023-05-18";790
"2023-05-19";798
"2023-05-20";795
"2023-05-21";795
"2023-05-22";795
"2023-05-23";799
"2023-05-24";799
"2023-05-25";800
"2023-05-26";804
"2023-05-27";808
"2023-05-28";808
"2023-05-29";808
"2023-05-30";800
"2023-05-31";801
"2023-06-01";806
"2023-06-02";808
"2023-06-03";808
"2023-06-04";808
"2023-06-05";808
"2023-06-06";799
"2023-06-07";799
"2023-06-08";798
"2023-06-09";795
"2023-06-10";791
"2023-06-11";791
"2023-06-12";791
"2023-06-13";789
"2023-06-14";791
"2023-06-15";796
"2023-06-16";803
"2023-06-17";800
"2023-06-18";800
"2023-06-19";800
"2023-06-20";794
"2023-06-21";795
"2023-06-22";799
"2023-06-23";803
"2023-06-24";804
"2023-06-25";804
"2023-06-26";804
"2023-06-27";805
"2023-06-28";806
"2023-06-29";803
"2023-06-30";799
"2023-07-01";802
"2023-07-02";802
"2023-07-03";802
"2023-07-04";802
"2023-07-05";801
"2023-07-06";799
"2023-07-07";799
"2023-07-08";799
"2023-07-09";799
"2023-07-10";800
"2023-07-11";807
"2023-07-12";810
"2023-07-13";815
"2023-07-14";815
"2023-07-15";815
"2023-07-16";815
"2023-07-17";811
"2023-07-18";815
"2023-07-19";817
"2023-07-20";818
"2023-07-21";813
"2023-07-22";813
"2023-07-23";813
"2023-07-24";810
"2023-07-25";823
"2023-07-26";824
"2023-07-27";829
"2023-07-28";828
"2023-07-29";828
"2023-07-30";828
"2023-07-31";826
"2023-08-01";829
"2023-08-02";836
"2023-08-03";842
"2023-08-04";844
"2023-08-05";844
"2023-08-06";844
"2023-08-07";849
"2023-08-08";853
"2023-08-09";854
"2023-08-10";861
"2023-08-11";861
"2023-08-12";861
"2023-08-13";861
"2023-08-14";857
"2023-08-15";857
"2023-08-16";860
"2023-08-17";861
"2023-08-18";865
"2023-08-19";865
"2023-08-20";865
"2023-08-21";869
"2023-08-22";872
"2023-08-23";871
"2023-08-24";870
"2023-08-25";868
"2023-08-26";868
"2023-08-27";868
"2023-08-28";857
"2023-08-29";846
"2023-08-30";848
"2023-08-31";854
"2023-09-01";856
"2023-09-02";856
"2023-09-03";856
"2023-09-04";856
"2023-09-05";852
"2023-09-06";855
"2023-09-07";866
"2023-09-08";874
"2023-09-09";874
"2023-09-10";874
"2023-09-11";877
"2023-09-12";897
"2023-09-13";892
"2023-09-14";893
"2023-09-15";893
"2023-09-16";893
"2023-09-17";893
"2023-09-18";893
"2023-09-19";893
"2023-09-20";886
"2023-09-21";886
"2023-09-22";884
"2023-09-23";884
"2023-09-24";884
"2023-09-25";887
"2023-09-26";895
"2023-09-27";899
"2023-09-28";905
"2023-09-29";906
"2023-09-30";906
"2023-10-01";906
"2023-10-02";908
"2023-10-03";892
"2023-10-04";899
"2023-10-05";913
"2023-10-06";917
"2023-10-07";917
"2023-10-08";917
"2023-10-09";917
"2023-10-10";924
"2023-10-11";924
"2023-10-12";925
"2023-10-13";929
"2023-10-14";929
"2023-10-15";929
"2023-10-16";930
"2023-10-17";938
"2023-10-18";942
"2023-10-19";944
"2023-10-20";939
"2023-10-21";939
"2023-10-22";939
"2023-10-23";941
"2023-10-24";944
"2023-10-25";940
"2023-10-26";934
"2023-10-27";934
"2023-10-28";934
"2023-10-29";934
"2023-10-30";927
"2023-10-31";918
"2023-11-01";918
"2023-11-02";903
"2023-11-03";896
"2023-11-04";896
"2023-11-05";896
"2023-11-06";872
"2023-11-07";879
"2023-11-08";880
"2023-11-09";884
"2023-11-10";892
"2023-11-11";892
"2023-11-12";892
"2023-11-13";904
"2023-11-14";912
"2023-11-15";903
"2023-11-16";904
"2023-11-17";890
"2023-11-18";886
"2023-11-19";886
"2023-11-20";886
"2023-11-21";888
"2023-11-22";885
"2023-11-23";876
"2023-11-24";872
"2023-11-25";873
"2023-11-26";873
"2023-11-27";873
"2023-11-28";872
"2023-11-29";872
"2023-11-30";871
"2023-12-01";869
"2023-12-02";870
"2023-12-03";870
"2023-12-04";870
"2023-12-05";860
"2023-12-06";871
"2023-12-07";873
"2023-12-08";876
"2023-12-09";875
"2023-12-10";875
"2023-12-11";875
"2023-12-12";872
"2023-12-13";877
"2023-12-14";881
"2023-12-15";877
"2023-12-16";871
"2023-12-17";871
"2023-12-18";871
"2023-12-19";871
"2023-12-20";873
"2023-12-21";869
"2023-12-22";867
"2023-12-23";874
"2023-12-24";874
"2023-12-25";874
"2023-12-26";893
"2023-12-27";892
"2023-12-28";893
"2023-12-29";890
"2023-12-30";885
"2023-12-31";885
"2024-01-01";885
"2024-01-02";880
"2024-01-03";890
"2024-01-04";887
"2024-01-05";885
"2024-01-06";885
"2024-01-07";885
"2024-01-08";885
"2024-01-09";891
"2024-01-10";898
"2024-01-11";911
"2024-01-12";918
"2024-01-13";916
"2024-01-14";916
"2024-01-15";916
"2024-01-16";910
"2024-01-17";911
"2024-01-18";917
"2024-01-19";924
"2024-01-20";921
"2024-01-21";921
"2024-01-22";921
"2024-01-23";911
"2024-01-24";910
"2024-01-25";911
"2024-01-26";912
"2024-01-27";911
"2024-01-28";911
"2024-01-29";911
"2024-01-30";923
"2024-01-31";927
"2024-02-01";932
"2024-02-02";933
"2024-02-03";932
"2024-02-04";932
"2024-02-05";932
"2024-02-06";949
"2024-02-07";952
"2024-02-08";953
"2024-02-09";950
"2024-02-10";958
"2024-02-11";958
"2024-02-12";958
"2024-02-13";971
"2024-02-14";971
"2024-02-15";971
"2024-02-16";965
"2024-02-17";962
"2024-02-18";962
"2024-02-19";962
"2024-02-20";972
"2024-02-21";969
"2024-02-22";965
"2024-02-23";966
"2024-02-24";973
"2024-02-25";973
"2024-02-26";973
"2024-02-27";981
"2024-02-28";983
"2024-02-29";986
"2024-03-01";981
"2024-03-02";975
"2024-03-03";975
"2024-03-04";975
"2024-03-05";967
"2024-03-06";970
"2024-03-07";976
"2024-03-08";981
"2024-03-09";985
"2024-03-10";985
"2024-03-11";985
"2024-03-12";962
"2024-03-13";965
"2024-03-14";963
"2024-03-15";953
"2024-03-16";945
"2024-03-17";945
"2024-03-18";945
"2024-03-19";944
"2024-03-20";946
"2024-03-21";956
"2024-03-22";969
"2024-03-23";967
"2024-03-24";967
"2024-03-25";967
"2024-03-26";984
"2024-03-27";981
"2024-03-28";980
"2024-03-29";983
"2024-03-30";981
"2024-03-31";981
"2024-04-01";981
"2024-04-02";980
"2024-04-03";982
"2024-04-04";982
"2024-04-05";967
"2024-04-06";949
"2024-04-07";949
"2024-04-08";949
"2024-04-09";950
"2024-04-10";948
"2024-04-11";944
"2024-04-12";946
"2024-04-13";952
"2024-04-14";952
"2024-04-15";952
"2024-04-16";965
"2024-04-17";968
"2024-04-18";981
"2024-04-19";980
"2024-04-20";974
"2024-04-21";974
"2024-04-22";974
"2024-04-23";958
"2024-04-24";957
"2024-04-25";953
"2024-04-26";955
"2024-04-27";951
"2024-04-28";951
"2024-04-29";951
"2024-04-30";949
"2024-05-01";949
"2024-05-02";949
"2024-05-03";959
"2024-05-04";957
"2024-05-05";957
"2024-05-06";957
"2024-05-07";939
"2024-05-08";938
"2024-05-09";933
"2024-05-10";937
"2024-05-11";934
"2024-05-12";934
"2024-05-13";934
"2024-05-14";933
"2024-05-15";928
"2024-05-16";921
"2024-05-17";912
"2024-05-18";903
"2024-05-19";903
"2024-05-20";903
"2024-05-21";892
"2024-05-22";891
"2024-05-23";890
"2024-05-24";893
"2024-05-25";905
"2024-05-26";905
"2024-05-27";905
"2024-05-28";907
"2024-05-29";905
"2024-05-30";901
"2024-05-31";903
"2024-06-01";914
"2024-06-02";914
"2024-06-03";914
"2024-06-04";918
"2024-06-05";914
"2024-06-06";906
"2024-06-07";907
"2024-06-08";910
"2024-06-09";910
"2024-06-10";910
"2024-06-11";915
"2024-06-12";921
"2024-06-13";922
"2024-06-14";921
"2024-06-15";921
"2024-06-16";921
"2024-06-17";918
"2024-06-18";932
"2024-06-19";927
"2024-06-20";932
"2024-06-21";934
"2024-06-22";933
"2024-06-23";933
"2024-06-24";933
"2024-06-25";941
"2024-06-26";941
"2024-06-27";944
"2024-06-28";944
"2024-06-29";944
"2024-06-30";951
"2024-07-01";951
"2024-07-02";948
"2024-07-03";951
"2024-07-04";947
"2024-07-05";946
"2024-07-06";940
"2024-07-07";940
"2024-07-08";940
"2024-07-09";937
"2024-07-10";938
"2024-07-11";939
"2024-07-12";928
"2024-07-13";918
"2024-07-14";918
"2024-07-15";918
"2024-07-16";906
"2024-07-17";912
"2024-07-18";910
"2024-07-19";916
"2024-07-20";929
"2024-07-21";929
"2024-07-22";929
"2024-07-23";937
"2024-07-24";943
"2024-07-25";946
"2024-07-26";948
"2024-07-27";948
"2024-07-28";948
"2024-07-29";948
"2024-07-30";949
"2024-07-31";954
"2024-08-01";957
"2024-08-02";951
"2024-08-03";945
"2024-08-04";945
"2024-08-05";945
"2024-08-06";952
"2024-08-07";955
"2024-08-08";951
"2024-08-09";945
"2024-08-10";942
"2024-08-11";942
"2024-08-12";942
"2024-08-13";933
"2024-08-14";933
"2024-08-15";934
"2024-08-16";933
"2024-08-17";935
"2024-08-18";935
"2024-08-19";935
"2024-08-20";940
"2024-08-21";933
"2024-08-22";924
"2024-08-23";921
"2024-08-24";918
"2024-08-25";918
"2024-08-26";918
"2024-08-27";909
